60,62,64,68,80,250,252,254,258,270,2000,2002,2004,2008,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
59,61,64,67,80,250,252,253,258,269,1999,2002,2004,2007,2020
